X,Y,OBJECTID,FolderRSN,Permit_,InDate,FolderType,FolderDesc,FolderGroupDesc,SubDesc,FolderDescription,FolderCondition,IssueDate,valuation,PropertyRSN,PropX,PropY,Address,GlobalID,InDateFixed,IssueDateFixed,IssuedTime
3189124.0651228,1688525.94853173,475202137,1563414,NA,2021/07/29 13:03:31+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR

",NO PLANS,2021/07/29 14:12:07+00,4000,27965,3189124.0651228,1688525.94853173,13735 E 4TH CIR,{E5F7DB5D-1BC2-4D09-A2D3-92170610C1CA},2021-07-29,2021-07-29,0
3189087.87949964,1688651.0785308,475202138,1563415,NA,2021/07/29 13:08:26+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | REBUILD STARICASES LIKE FOR LIKE, REPAIR 
",NO PLANS,2021/07/29 14:20:58+00,4000,27850,3189087.87949964,1688651.0785308,13715 E 4TH CIR,{1A7E872C-B483-4DD4-B6CB-A295220F7F9B},2021-07-29,2021-07-29,0
3230613.70195964,1643344.80365798,475202176,1563520,NA,2021/07/29 15:04:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS & WINDOWS | STRUCTURAL
",PLANS WITH THIS PERMIT,2021/08/24 15:10:00+00,4500,135484,3230613.70195964,1643344.80365798,26295 E CALHOUN PL,{FC7F75E5-8361-420B-BFF1-800370E46A3A},2021-07-29,2021-08-24,26
3230514.28614797,1643316.13737673,475202181,1563526,NA,2021/07/29 15:09:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS& WINDOW WELLS| STRUCTURAL,PLANS WITH THIS PERMIT,2021/08/24 16:14:37+00,4500,135480,3230514.28614797,1643316.13737673,26285 E CALHOUN PL,{0BACB3F3-6D4E-4ED0-BAB6-4586D2C2592E},2021-07-29,2021-08-24,26
3231043.95405188,1643324.91262165,475202191,1563537,NA,2021/07/29 15:16:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS & WINDOW WELLS| STRUCTURAL
",PLANS WITH THIS PERMIT,2021/08/24 09:17:06+00,4500,135506,3231043.95405188,1643324.91262165,6622 S PATSBURG ST,{40A60937-77D3-44F0-B742-C77482ABB0DE},2021-07-29,2021-08-24,26
3231073.22630306,1643229.29076564,475202212,1563569,NA,2021/07/29 15:38:49+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | BASEMENT AND SIDE PORCH, WINDOW WELLS  REPAIRS| STRUCTURAL
",,2021/08/24 14:57:03+00,4500,135511,3231073.22630306,1643229.29076564,6630 S PATSBURG ST,{8062308B-EF76-45FB-82E8-A114342128AC},2021-07-29,2021-08-24,26
3189449.66716188,1689028.48164739,475202360,1563794,NA,2021/07/30 08:22:06+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | STAIRCASES REBUILD LIKE FOR LIKE, REPAIR | NO PLANS",,2021/08/02 12:15:53+00,2000,27413,3189449.66716188,1689028.48164739,13780 E 5TH CIR,{BB378A5D-CBB6-4F34-B707-282503C2494D},2021-07-30,2021-08-02,3
3230999.34259255,1643432.10335214,475202366,1563814,NA,2021/07/30 08:56:06+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS -  WITH PLANS,,2021/08/24 13:55:08+00,4500,135502,3230999.34259255,1643432.10335214,6614 S PATSBURG ST,{37A1D8A7-81D9-42C7-8623-615F70C7B720},2021-07-30,2021-08-24,25
3231008.10635455,1643114.55674314,475202378,1563833,NA,2021/07/30 09:20:01+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:14:35+00,4500,135524,3231008.10635455,1643114.55674314,6632 S PATSBURG ST,{A7A3355C-1824-4ECD-8242-63FF427C8831},2021-07-30,2021-08-24,25
3230909.06488597,1643123.06853715,475202380,1563839,NA,2021/07/30 09:54:10+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:10:37+00,4500,135523,3230909.06488597,1643123.06853715,6633 S PATSBURG ST,{02BA4257-CEFC-4265-98C6-CF5FA93C19DB},2021-07-30,2021-08-24,25
3230995.62967347,1643206.04310873,475202390,1563868,NA,2021/07/30 10:21:02+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:18:06+00,4500,135508,3230995.62967347,1643206.04310873,6624 S PATSBURG ST,{A88ADBA2-D5FF-4F6A-8DEB-9A2D611D1127},2021-07-30,2021-08-24,25
3230609.78103572,1642692.45752172,475202396,1563876,NA,2021/07/30 10:39:44+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:01:48+00,4500,135562,3230609.78103572,1642692.45752172,6799 S OLD HAMMER CT,{D591A4AF-6755-4960-8E3E-7F491D5FD8CF},2021-07-30,2021-08-24,25
3230505.61588973,1642692.85319023,475202399,1563892,NA,2021/07/30 10:50:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:18:30+00,4500,135558,3230505.61588973,1642692.85319023,6787 S OLD HAMMER CT,{E237AEF7-AFEE-479A-BD40-4DF50D8ECF77},2021-07-30,2021-08-24,25
3230505.61260889,1642792.85430256,475202405,1563899,NA,2021/07/30 10:56:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:23:57+00,4500,135553,3230505.61260889,1642792.85430256,6769 S OLD HAMMER CT,{E056D66F-9BFA-43C9-AA6C-90E2D576BF80},2021-07-30,2021-08-24,25
3230786.71211231,1643099.53905664,475202416,1563913,NA,2021/07/30 11:15:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:22:25+00,4500,135518,3230786.71211231,1643099.53905664,6643 S PATSBURG ST,{E1408B2A-7C4E-44D0-9222-361AAF38C856},2021-07-30,2021-08-24,25
3230611.0746683,1642792.45338473,475202419,1563926,NA,2021/07/30 11:23:18+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:28:55+00,4500,135557,3230611.0746683,1642792.45338473,6785 S OLD HAMMER CT,{009E844D-5696-4075-914D-088D9120E1EA},2021-07-30,2021-08-24,25
3230610.42604755,1642887.45647556,475202423,1563931,NA,2021/07/30 11:29:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:33:54+00,4500,135552,3230610.42604755,1642887.45647556,6767 S OLD HAMMER CT,{79484B21-0DCB-42C0-9D49-BC3EE1B2DA1D},2021-07-30,2021-08-24,25
3230507.57028213,1642887.84722281,475202428,1563939,NA,2021/07/30 11:37:31+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 08:44:43+00,4500,135548,3230507.57028213,1642887.84722281,6755 S OLD HAMMER CT,{A5FEE0AE-D66B-4A41-8C5B-DE991D2A3F55},2021-07-30,2021-08-24,25
3230610.42014205,1642987.4572598,475202435,1563946,NA,2021/07/30 11:45:08+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:22:33+00,4500,135547,3230610.42014205,1642987.4572598,26312 E CALHOUN PL,{76FE3ED7-46B4-4A96-81CC-3877FE1EC382},2021-07-30,2021-08-24,25
3230539.6791418,1643218.1913784,475202447,1563963,NA,2021/07/30 12:12:05+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:23:11+00,4500,135538,3230539.6791418,1643218.1913784,26283 E CALHOUN PL,{885D3DDA-D4BE-463E-9AF0-4278A8CDE647},2021-07-30,2021-08-24,25
3230539.28806648,1643115.32577048,475202448,1563965,NA,2021/07/30 12:20:34+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:25:29+00,4500,135542,3230539.28806648,1643115.32577048,26273 E CALHOUN PL,{551E429E-E7BD-4B36-9F11-8755D0953D9C},2021-07-30,2021-08-24,25
3230639.31772205,1643123.78769581,475202458,1563976,NA,2021/07/30 12:34:04+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:27:04+00,4500,135537,3230639.31772205,1643123.78769581,26315 E CALHOUN PL,{5C52B237-1D2D-4206-9A31-BAC3E7EE15FA},2021-07-30,2021-08-24,25
3230639.78556889,1643246.84027122,475202459,1563977,NA,2021/07/30 12:41:59+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:29:42+00,4500,135532,3230639.78556889,1643246.84027122,26303 E CALHOUN PL,{923DCC63-9880-4A75-8F84-DFFDAF33FBD7},2021-07-30,2021-08-24,25
3231092.88407214,1643029.19011597,475202460,1563978,NA,2021/07/30 12:48:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:27:14+00,4500,135531,3231092.88407214,1643029.19011597,6646 S PATSBURG ST,{B2284CB9-5D58-48F1-AB0E-90DC12EE7974},2021-07-30,2021-08-24,25
3231012.17360364,1643013.46967497,475202461,1563981,NA,2021/07/30 12:54:42+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:54:12+00,4500,135528,3231012.17360364,1643013.46967497,6640 S PATSBURG ST,{ADF018BE-8DE1-4252-9AE9-E126ADDCF053},2021-07-30,2021-08-24,25
3230508.21037272,1642987.84571047,475202471,1563995,NA,2021/07/30 13:16:13+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:27:54+00,4500,135543,3230508.21037272,1642987.84571047,26272 E CALHOUN PL,{B16CDB10-2C02-4D45-BA1D-B1FBB6E74304},2021-07-30,2021-08-24,25
3231086.93493706,1643129.91104314,475202505,1564055,NA,2021/07/30 14:24:55+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 15:54:36+00,4500,135527,3231086.93493706,1643129.91104314,6638 S PATSBURG ST,{3AEE12D8-39EC-4FDE-B84D-81F475B8F1F7},2021-07-30,2021-08-24,25
3230965.22291014,1643301.32474232,475202528,1564103,NA,2021/07/30 15:12:34+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:14:12+00,4500,135503,3230965.22291014,1643301.32474232,6616 S PATSBURG ST,{23416384-ED1A-4EAC-9CAE-D0E577220622},2021-07-30,2021-08-24,25
3230929.6862358,1643387.45974064,475202530,1564108,NA,2021/07/30 15:18:19+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:25:26+00,4500,135499,3230929.6862358,1643387.45974064,6608 S PATSBURG ST,{A3857C68-4C48-4AAD-819C-C4421219813E},2021-07-30,2021-08-24,25
3230740.7299208,1643284.1282544,475202534,1564115,NA,2021/07/30 15:28:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:29:48+00,4500,135490,3230740.7299208,1643284.1282544,6619 S PATSBURG ST,{C1EA1C9D-BBBA-4EAB-BCFA-FBE3F4D9A34D},2021-07-30,2021-08-24,25
3230780.83253089,1643413.51021348,475202537,1564121,NA,2021/07/30 15:34:12+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:33:12+00,4500,135489,3230780.83253089,1643413.51021348,6601 S PATSBURG ST,{8C4A50B9-C1AF-4285-909C-33353933FFED},2021-07-30,2021-08-24,25
3230951.75476122,1643520.37646957,475202542,1564130,NA,2021/07/30 15:41:01+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:35:13+00,4500,135498,3230951.75476122,1643520.37646957,6606 S PATSBURG ST,{F9740F7D-2B73-455C-B98C-2A88ED81F8D7},2021-07-30,2021-08-24,25
3230881.54099089,1643475.37885614,475202545,1564134,NA,2021/07/30 15:45:50+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/23 00:00:00+00,4500,135495,3230881.54099089,1643475.37885614,6600 S PATSBURG ST,{04918DFE-74C8-4560-B093-1FFB63DAD75D},2021-07-30,2021-08-23,24
3230836.92428222,1643329.39063106,475202547,1564154,NA,2021/07/30 15:53:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS & WINDOW WELLS- WITH PLANS,,2021/08/24 16:36:59+00,4500,135494,3230836.92428222,1643329.39063106,6611 S PATSBURG ST,{8770304E-2CB6-44FA-94A1-1184DA6F0FED},2021-07-30,2021-08-24,25
3230686.77071114,1643369.25144373,475202551,1564161,NA,2021/07/30 16:00:46+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS - WITH PLANS,,2021/08/24 16:38:47+00,4500,135485,3230686.77071114,1643369.25144373,6609 S PATSBURG ST,{E9A2E67D-40F7-4771-B856-253D6BBE679E},2021-07-30,2021-08-24,25
3230761.09011631,1643196.44437465,475202552,1564163,NA,2021/07/30 16:05:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS & WINDOW WELLS - WITH PLANS,,2021/08/24 16:40:59+00,4500,135512,3230761.09011631,1643196.44437465,6631 S PATSBURG ST,{2918C5E3-1A3A-4083-9AD2-03B5B35A9839},2021-07-30,2021-08-24,25
3230885.44747914,1643220.35935307,475202553,1564165,NA,2021/07/30 16:09:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BASEMENT AND SIDE PORCH DAMAGE REPAIRS & WINDOWS - WITH PLANS,,2021/08/24 16:43:12+00,4500,135517,3230885.44747914,1643220.35935307,6621 S PATSBURG ST,{524254AC-9AF6-41D2-89ED-30156ED90B39},2021-07-30,2021-08-24,25
3191520.86151031,1664608.84872822,475203356,1566062,NA,2021/08/06 09:49:08+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | GRISWOLD WPF SURGE TANK IMPROVEMENTS - COLD START LINE ,***COA PROJECT***,2022/02/23 15:33:06+00,61238,71142,3191520.86151031,1664608.84872822,14201 E HAMPDEN AVE,{6A7540BD-DDFB-4A4F-BB79-8149433A06C8},2021-08-06,2022-02-23,201
3191557.49988846,1655862.7523753,475203600,1566802,NA,2021/08/10 08:37:27+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | CROWN POINT DECK AND STAIR REPAIR,***UNIT F***,2021/09/02 08:19:55+00,19292,85038,3191557.49988846,1655862.7523753,4676 S DILLON CT F,{B200A5E7-AD45-44FC-AA87-74C1216936F4},2021-08-10,2021-09-02,23
3189915.14884247,1667686.05615647,475205178,1571255,NA,2021/08/26 09:32:16+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | INTERIOR CONDO UNIT REMODEL ,"***UNIT 111***
OK FOR CT W PLANS PER JL",2021/08/26 14:38:01+00,9200,65826,3189915.14884247,1667686.05615647,13991 E MARINA DR,{70B3BE0B-A59A-43A2-A601-DDA4722864CA},2021-08-26,2021-08-26,0
3189457.04149097,1682330.21321981,475205436,1571932,NA,2021/08/30 11:00:35+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | SOLA SALON REMODEL | SCOPE OF WORK INCLUDES:PLUMBING|ELECTRICAL|ARCHITECTURAL
*INCLUDES 26 STUDIOS WITHIN THE SPACE*","(project includes flood damage repair, and Tenant improvement)",2021/09/21 14:16:14+00,261000,33732,3189457.04149097,1682330.21321981,13923 E EXPOSITION AVE,{F39AE0D2-5307-4BA2-8C49-94CB44F3B0ED},2021-08-30,2021-09-21,22
3184905.26024023,1678947.93980065,475205869,1573344,NA,2021/09/02 14:58:31+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | LIBERTY CREEK CARPORTS - REPAIR 3 SEPARATE CARPORTS,CARPORTS NOT ADDRESSED IN OUR SYSTEM - ADDRESS IS FOR AN ADJACENT BUILDING - SEE SITE MAP ON SHEET S1 FOR LOCATIONS - OKAY for 1 permit (CD),2021/10/19 12:44:10+00,50000,39600,3184905.26024023,1678947.93980065,12515 E KANSAS PL,{C3FBBD78-F1C9-432F-95A9-B21DA1D42A25},2021-09-02,2021-10-19,47
3197067.29004997,1684063.05489847,475206827,1575785,NA,2021/09/14 13:56:37+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | AMCON CONDOMINIUMS STAIR AND CHIMNEY REPAIRS 
",,2021/10/22 09:27:03+00,18900,31795,3197067.29004997,1684063.05489847,407 S MEMPHIS WAY,{92278066-D964-4898-9DF4-79ABC366A0F9},2021-09-14,2021-10-22,38
3197054.18902631,1683736.1198568,475206939,1576212,NA,2021/09/15 15:20:02+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | AMCON CONDOMINIUMS | STAIR AND CHIMNEY REPAIR,,2021/10/22 09:26:14+00,18900,32166,3197054.18902631,1683736.1198568,16001 E ALASKA PL,{0103271C-7B70-4720-B73A-5DD85E216BC3},2021-09-15,2021-10-22,37
3197207.67986105,1683677.73906806,475206973,1576319,NA,2021/09/16 08:40:35+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | AMCON CONDOMINIUMS | STAIR AND CHIMNEY REPAIRS,,2021/10/04 12:52:39+00,18900,32231,3197207.67986105,1683677.73906806,16051 E ALASKA PL,{F92E0FD1-27CD-43AE-88F0-AC15D7E0D6F4},2021-09-16,2021-10-04,18
3190128.73470138,1668308.70123665,475208726,1580576,NA,2021/10/04 14:21:47+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | Squibb Remodel 

***ANY CALLS/EMAILS REGARDING THIS PERMIT-PLEASE REFER TO CT*** 12/1/22","**CT W/PLANS PER DIRK A. 
 **UNIT 607***",2021/10/11 08:57:46+00,24000,64351,3190128.73470138,1668308.70123665,14050 E LINVALE PL,{C57EC5E5-6E15-48B3-A96A-ED43ECB2AC9A},2021-10-04,2021-10-11,7
3201218.77420105,1656889.79526873,475211781,1588464,NA,2021/11/09 07:40:24+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | QUINCY LAKE HOA  DECK REPLACEMENT |  STAIR AND WALKWAY REPAIR,**UNIT D**,2021/12/01 09:46:32+00,13000,83625,3201218.77420105,1656889.79526873,17478 E RICE CIR,{23F3CE2A-060F-4953-A9C8-818D050093BF},2021-11-09,2021-12-01,22
3201369.64922738,1656873.40258497,475211786,1588473,NA,2021/11/09 08:22:36+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | QUINCY LAKE HOA DECK REPLACEMENT  STAIR AND WALKWAY REPAIR,**UNIT D**,2021/12/01 09:48:47+00,13000,83637,3201369.64922738,1656873.40258497,17477 E RICE CIR,{109D29A9-8698-4B5C-BF52-2A6B344A79AF},2021-11-09,2021-12-01,22
3201000.72673689,1656771.32897022,475211877,1588691,NA,2021/11/10 07:59:40+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | QUINCY LAKE HOA | DECK & STAIR REPAIR 

",UNIT D,2021/12/07 13:55:49+00,13000,83787,3201000.72673689,1656771.32897022,17315 E RICE CIR,{F7927867-BADB-48A4-8478-A98EBFA1E052},2021-11-10,2021-12-07,27
3201146.54534289,1657141.74161522,475211935,1588827,NA,2021/11/10 13:45:46+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | QUINCY LAKE CLUBHOUSE DECK REPAIRS ,,2021/12/01 09:43:05+00,51000,227809,3201146.54534289,1657141.74161522,17400 E RICE CIR,{6B42805D-D14F-426E-8C5B-B74E53F705C5},2021-11-10,2021-12-01,21
3179264.48149556,1678256.24597406,475213403,1591852,NA,2021/11/30 14:24:51+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | MILAN LASER RENOVATION
",**UNIT 100**,2021/12/21 13:43:11+00,13864.25,142749,3179264.48149556,1678256.24597406,1250 S IRONTON ST,{73C0214D-514D-43FF-9841-DF71E1D01AD8},2021-11-30,2021-12-21,21
3188911.76272589,1687316.96702582,475216353,1599870,NA,2022/01/13 10:10:07+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | 2022 PRV IMPROVEMENTS,**COA WATER PROJECT**INTERDEPARTMENT PAYMENT**EMAIL INVOICE TO JBRUNEAU@AURORAGOV.ORG**MD 6/3/22,2022/06/28 11:10:46+00,383542,112320,3188911.76272589,1687316.96702582,153 N POTOMAC ST,{31479AD5-61D8-4DC9-9A20-50338870E192},2022-01-13,2022-06-28,166
3220992.66673981,1689711.2063318,475217391,1602553,NA,2022/01/27 13:24:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BATHTUB TO SHOWER CONVERSION,"UNIT 201
CT W/ PLANS",2022/01/31 15:26:14+00,1200,119480,3220992.66673981,1689711.2063318,23455 E 5TH PL,{84F207E7-963F-4B83-A51A-F87DF1300CA6},2022-01-27,2022-01-31,4
3190769.46898422,1687559.88583131,475219289,1607544,NA,2022/02/23 10:23:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | TUB TO SHOWER CONVERSION,"**UNIT 202**
**OKAY FOR CT W/ PLANS PER JENN Z.**",2022/02/24 12:15:49+00,1700,91220,3190769.46898422,1687559.88583131,14343 E 1ST DR,{5CB3A287-C010-4249-959F-E25EF3F46FAB},2022-02-23,2022-02-24,1
3189748.29386123,1666893.82578556,475229496,1636031,NA,2022/06/21 09:59:11+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BLAIS CONDO REMODEL,UNIT 203**CT WITH PLANS,2022/06/21 13:16:04+00,16000,67626,3189748.29386123,1666893.82578556,13902 E MARINA DR,{797C55B9-A9AC-4866-B3B8-4EDF34194C66},2022-06-21,2022-06-21,0
3179166.89081147,1684103.33303314,475229761,1636795,NA,2022/06/22 15:57:20+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | EDENBROOK STAIR REPAIRS | ,,2022/10/25 10:25:55+00,350000,31772,3179166.89081147,1684103.33303314,364 S IRONTON ST,{AC67DB97-C459-427F-A53B-8A90553A29FF},2022-06-22,2022-10-25,125
3221442.64287397,1628506.96292689,475230922,1640247,NA,2022/07/06 13:13:22+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | F21 PATHFINDER PARK IMPROVEMENTS | TYPE OF NEW BUILDING:RESTROOM,,2022/09/23 12:02:35+00,67900,230702,3221442.64287397,1628506.96292689,23495 E MINNOW PL,{FEF3D201-46C3-49E4-96E1-11C81AEA3365},2022-07-06,2022-09-23,79
3194886.96009305,1680028.29787615,475232607,1644978,NA,2022/07/22 08:34:55+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | ACCENT ON THE HIGHLINE | CONVERTING CLOSET IN MASTER TO LAUNDRY ROOM,**APARTMENT D1**,2022/08/02 16:09:39+00,600,37964,3194886.96009305,1680028.29787615,15587 E FORD CIR,{B602F1F5-4998-4969-AF73-4A4A5FB70F5F},2022-07-22,2022-08-02,11
3194891.77077897,1680172.68111756,475232608,1644979,NA,2022/07/22 08:37:10+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | ACCENT ON THE HIGHLINE | CONVERTING CLOSET IN MASTER TO LAUNDRY ROOM,**APARTMENT C1**,2022/08/02 16:05:08+00,600,37645,3194891.77077897,1680172.68111756,15494 E FORD CIR,{A7908022-9D61-4026-B8BD-0832062AB6C3},2022-07-22,2022-08-02,11
3194891.77077897,1680172.68111756,475232609,1644981,NA,2022/07/22 08:42:50+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | ACCENT ON THE HIGHLINE | CONVERTING CLOSET IN MASTER TO LAUNDRY ROOM,**APARTMENT D1**,2022/08/02 16:07:04+00,600,37645,3194891.77077897,1680172.68111756,15494 E FORD CIR,{6AC5C96F-F7E7-4065-8A7F-009F9512C349},2022-07-22,2022-08-02,11
3190309.17856622,1667768.94509831,475233200,1646920,NA,2022/07/29 10:12:43+00,CT,Counter Permit,Building,Commercial Miscellaneous,"***SW ERVIN ADVISED HIM CL NEEDS TO BE PAID-RB 8/1/22***
BUILDINGONLINE | INTERIOR REMODEL UNIT: 401","CT W/PLANS
**UNIT 401**",2022/08/01 11:18:39+00,2400,65608,3190309.17856622,1667768.94509831,14091 E MARINA DR,{99338B7D-7F35-41C3-AB50-B47FA1BD8E49},2022-07-29,2022-08-01,3
3179196.02822039,1683837.15640014,475234731,1652174,NA,2022/08/16 13:43:00+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | EDENBROOKE CONDOS STAIR REPAIRS,,2022/08/26 14:05:14+00,350000,32042,3179196.02822039,1683837.15640014,384 S IRONTON ST,{B79F7264-E4E7-4EA6-85B4-0BA8F56567D8},2022-08-16,2022-08-26,10
3183257.35179064,1686460.86145456,475235926,1655649,NA,2022/08/29 09:49:26+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |AURORA HILLS BUILDING 6 REBUILD FIRE DAMAGE REPAIR,"UNIT 605
***PLANS WITH THIS PERMIT***",2022/08/30 16:15:57+00,224000,29954,3183257.35179064,1686460.86145456,11987 E ARCHER PL,{51BF66BB-681A-4238-B0AE-65FD5483433F},2022-08-29,2022-08-30,1
