"Permit Number","Applied","Approved","Issued Date","Finaled","Expired","Permit Type","Permit Sub Type","Status","Subdivision","Address","Description","Job Value","CO Issued Date","Contractor Name","RECORDID"
"CMIS23-00069","03/29/2023","03/30/2023","03/30/2023","","10/09/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","ISSUED","","15237 W 69TH AVE","IRRIGATION CLOCK","2000","","ALL WIRED UP ELECTRIC, LLC","ECON:230329032902063"
"CMIS23-00064","03/27/2023","03/27/2023","03/27/2023","06/09/2023","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","6340 W 56TH AVE 3","NEW WIRING 70 AMP AND 50 AMP -...","10500","","VANDRE ELEC/REFRIGERATION","DRO:2303270222421297"
"CMIS23-00058","03/21/2023","03/21/2023","03/21/2023","03/22/2023","","COMMERCIAL PLUMBING","","FINALED","Arvada Col. Ter.","7555 GRANT PL","REPLACE WATER HEATER","12000","","CARROLL PLUMBING & HEATING INC","MR:2303211126240820"
"CMIS23-00061","03/21/2023","05/04/2023","05/04/2023","","10/31/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","CONTRACTOR HOLD","","","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230321023304099"
"CMIS23-00062","03/21/2023","04/03/2023","05/25/2023","","11/21/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","ISSUED","","15215 W 75TH AVE","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230321030801058"
"CMIS23-00063","03/21/2023","03/22/2023","03/22/2023","","09/18/2023","COMMERCIAL PLUMBING","","EXPIRED","ARVADA WATER TOWER DISTRICT","7931 W 55TH AVE 207","installing new 40 gallon gas w...","500","","MIDWEST PLUMBING CO","ECON:230321055341097"
"CMIS23-00057","03/17/2023","05/15/2023","05/31/2023","","11/27/2023","COMMMISC","ACCESSORY STRUCTURE","ISSUED","LEYDEN ROCK SUB FLG NO 1","17685 W 83RD DR","Shade Structure Install with c...","10500","","STONE CABIN DESIGNS LLC","ECON:230317042758135"
"CMIS23-00054","03/16/2023","03/17/2023","03/20/2023","04/20/2023","","COMMERCIAL PLUMBING","","FINALED","ARVADA RIDGE, 3RD AMENDMENT","10298 W 52ND PL 107","Replace 50gal Gas water heater","2447","","QUALITY 1ST PLUMBING HEATING A...","ECON:230316021637109"
"CMIS23-00055","03/16/2023","03/17/2023","04/07/2023","04/26/2023","","COMMERCIAL PLUMBING","","FINALED","ARVADA RIDGE, 5TH AMENDMENT","10057 W 52ND PL 212","Water Heater Install","2076","","QUALITY 1ST PLUMBING HEATING A...","ECON:230316023849099"
"CMIS23-00056","03/16/2023","03/17/2023","03/17/2023","","09/18/2023","COMMERCIAL MECHANICAL","","EXPIRED","","6750 CARR ST","Gas Pressure line test","1200","","MAJOR HEATING & AC","ECON:230316041129109"
"CMIS23-00053","03/13/2023","03/13/2023","03/13/2023","03/24/2023","","COMMERCIAL PLUMBING","","FINALED","SAYERS SUBDIVISION","8945 W 52ND AVE","ADDING REGULATORS TO EXISTING ...","4000","","TD PLUMBING CO LLP","AH:2303130224271139"
"CMIS23-00052","03/10/2023","03/15/2023","03/15/2023","03/17/2023","","COMMERCIAL PLUMBING","","FINALED","CLUB PLAZA","9346 W 57TH AVE 1","Sewer spot repair inside the b...","2500","","APEX PLUMBING INC","ECON:230310043803097"
"CMIS23-00051","03/09/2023","03/10/2023","03/14/2023","03/30/2023","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","RESIDENCES AT THE WILSON HOUSE","7207 GRANDVIEW AVE","New wiring for irrigation syst...","3500","","MAXIMUM ELECTRICAL SERVICES LL...","ECON:230309075447201"
"CMIS23-00050","03/08/2023","03/09/2023","03/10/2023","","09/06/2023","COMMERCIAL PLUMBING","","EXPIRED","CONDOMINIUM MAP FOR TIMBERCOVE...","8428 EVERETT WAY D","40 gal gas 40k BTU water heate...","2189","","PLUMBLINE SERVICES LLC","ECON:230308032705124"
"CMIS23-00048","03/07/2023","03/28/2023","03/29/2023","04/14/2023","","COMMERCIAL MECHANICAL","","FINALED","CONDOMINIUM MAP FOR TIMBERCOVE...","8446 EVERETT WAY C","Replace like to like 95% Effic...","6822","","ALL CLIMATE SYSTEMS LLC","ECON:230307020846106"
"CMIS23-00045","03/06/2023","03/20/2023","03/20/2023","","09/17/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","16771 W 94TH WAY","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230306073447073"
"CMIS23-00046","03/06/2023","03/13/2023","03/13/2023","06/30/2023","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","GILMORE BUSINESS AND COMMERCIA...","5540 MARSHALL ST","Install 2000 AMP service and w...","325000","","BASIL ELECTRIC INC","ECON:230306013207129"
"CMIS23-00044","03/03/2023","03/06/2023","03/06/2023","","09/02/2023","COMMERCIAL PLUMBING","","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10057 W 52ND PL 311","Replace like for like gas wate...","1100","","MASTER ROOTER PLUMBING LLC","ECON:230303085139221"
"CMIS23-00042","03/01/2023","03/02/2023","03/02/2023","03/09/2023","","COMMERCIAL PLUMBING","","FINALED","ARVADA WATER TOWER DISTRICT","7931 W 55TH AVE 319","water heater replacement","5000","","VECTRA MECHANICAL","ECON:230301020258212"
"CMIS23-00043","03/01/2023","03/01/2023","03/02/2023","03/15/2023","","COMMERCIAL MECHANICAL","","FINALED","WESTDALE TOWNHOMES","7976 CHASE CIR 76","INSTALL 80%, 60K BTU FURNACE ","7752","","BROTHERS PLUMBING & HEATING IN...","AH:2303010313401403"
"CMIS23-00041","02/28/2023","02/28/2023","03/01/2023","","08/28/2023","COMMERCIAL PLUMBING","","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10057 W 52ND PL 209","Replace like for like gas wate...","1100","","MASTER ROOTER PLUMBING LLC","ECON:230228020316050"
"ADU23-00006","02/22/2023","03/03/2023","03/03/2023","03/03/2023","","ADU","A","CO ISSUED","BOOZ MINOR SUBDIVISION","9165 W 64TH AVE B","Unit B to be ADU","0","","RETEP CONSTRUCTION","ECON:230222043132162"
"CMIS23-00037","02/21/2023","02/23/2023","02/24/2023","","12/26/2023","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","ISSUED","CUB SQUARE","8055 SHERIDAN BLVD","(1) Circuit (1) Switch (1) rec...","2500","","VENTARA, LLC","ECON:230221022828113"
"CMIS23-00038","02/21/2023","02/21/2023","02/21/2023","","08/20/2023","COMMERCIAL PLUMBING","","EXPIRED","RESIDENCES AT OLDE TOWN SQUARE...","8073 W 51ST PL 101","Replace water heater - 40 gal ...","3386","","PRECISION PLUMBING & HEATING I...","MR:2302210320181575"
"ADU23-00005","02/20/2023","07/05/2023","07/06/2023","","03/11/2024","ADU","A","ISSUED","","6974 OAK ST","288 sf Detached ADU","129300","","MANIFEST CONSTRUCTION, LLC","ECON:230220122034233"
"CMIS23-00035","02/14/2023","02/27/2023","02/27/2023","03/15/2023","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","17480 W 93RD PL","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230214102517160"
"CMIS23-00033","02/10/2023","02/23/2023","02/24/2023","03/07/2023","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6713 WADSWORTH BLVD","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230210075703208"
"CMIS23-00032","02/07/2023","02/08/2023","03/06/2023","","11/12/2023","COMMERCIAL MECHANICAL","","ISSUED","LEONARD TRUST MINOR SUBDIVISIO...","12120 W 64TH AVE","Roof top unit replacement","20400","","WINDMEN HEATING AND COOLING","ECON:230207102733052"
"CMIS23-00031","02/06/2023","02/24/2023","02/27/2023","06/30/2023","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","17335 W 77TH PL","Install 60amp electrical servi...","900","","B-TEC INC","ECON:230206095624230"
"CMIS23-00029","02/03/2023","","02/03/2023","02/13/2023","","COMMERCIAL PLUMBING","","FINALED","THE OAKS CONDOMINIUMS","8487 EVERETT WAY B","40 gallon 40,000 Btu","3420","","BIG APPLE PLUMBING & HEATING L...","ECON:230203101642113"
"CMIS23-00030","02/03/2023","02/06/2023","02/06/2023","02/13/2023","","COMMERCIAL PLUMBING","","FINALED","THE OAKS CONDOMINIUMS","8487 EVERETT WAY E","50 gallon 40,000 Btu water hea...","3150","","BIG APPLE PLUMBING & HEATING L...","ECON:230203024919048"
"CMIS23-00028","02/02/2023","02/03/2023","02/08/2023","03/02/2023","","COMMERCIAL PLUMBING","","FINALED","ARVADA TECHNOLOGICAL CENTER FI...","6300 JOYCE DR","Install a water heater like fo...","5505","","BROTHERS PLUMBING & HEATING IN...","ECON:230202095518127"
"CMIS23-00026","02/01/2023","02/03/2023","02/14/2023","","08/14/2023","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","EXPIRED","CHERRYWOOD POINTE FINAL PLAT","6260 MCINTYRE ST","New 200 Amp temp Service","1000","","ROBERTS ELECTRICAL CONTRACTING","ECON:230201012605218"
"CMIS23-00027","02/01/2023","04/10/2023","04/11/2023","","10/08/2023","COMMMISC","SALES AND CONST TRAILER","ISSUED","","16753 CANDELAS PKWY","construction trailer at Trails...","5000","","TAYLOR MORRISON","ECON:230201022718062"
"CMIS23-00025","01/31/2023","02/02/2023","02/06/2023","","08/05/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","OBERON (Second Filing)","6863 DOVER WAY","REMOVING AUTOMATIC TRANFER SWI...","0","","CENTURY ELECTRIC COMPANY LLC","ECON:230131092002296"
"CMIS23-00022","01/30/2023","01/30/2023","02/02/2023","02/28/2023","","COMMERCIAL PLUMBING","","FINALED","A REPLAT OF CLUB CREST CONDOMI...","7897 ALLISON WAY 103","40 GALLON GAS WATER HEATER REP...","2049","","DOCTOR FIX-IT HTG, COOLING & E...","ECON:230130100319051"
"CMIS23-00023","01/30/2023","01/30/2023","01/31/2023","02/27/2023","","COMMERCIAL PLUMBING","","FINALED","MEADOWLAKE WEST TOWNHOUSES - P...","6332 ZANG CT D","INSTALL NEW 40 GAL ELEC WATER ...","2591","","AAA SERVICE PLUMBING LLC","AH:2301300147411284"
"CMIS23-00020","01/26/2023","01/30/2023","01/31/2023","","08/01/2023","COMMERCIAL MECHANICAL","","EXPIRED","OLDE TOWN RETAIL CENTER MINOR ...","5642 WADSWORTH BLVD","Replace Furnace","3250","","REDLINE HEATING AND COOLING LL","ECON:230126080117085"
"CMIS23-00021","01/26/2023","02/03/2023","02/26/2023","03/02/2023","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","POMONA LAKES FILING NO. 1","7878 W 80TH PL 1H","WIRING FOR TANNING BED","1200","","MHI LTD.","ECON:230126125440123"
"CMIS23-00019","01/25/2023","01/26/2023","01/26/2023","01/27/2023","","COMMERCIAL PLUMBING","","FINALED","CONDOMINIUM MAP FOR TIMBERCOVE...","8440 EVERETT WAY B","Replace water heater","1750","","ACTION PLUMBING HEATING","ECON:230125014227104"
"CMIS23-00014","01/20/2023","01/20/2023","01/20/2023","","07/19/2023","COMMERCIAL PLUMBING","","EXPIRED","ARVADA VILLAGE CENTER SUBDIVIS...","5804 WARD RD","Interior excavation of sewer l...","3000","","ROTO ROOTER SERVICES","AH:2301200815420097"
"CMIS23-00015","01/20/2023","01/23/2023","01/23/2023","03/08/2023","","COMMERCIAL MECHANICAL","","FINALED","VILLAGES OF SAN MARINO","8452 ROBB CIR E","install 80% ECM multi speed fu...","10460","","FRONT RANGE MECHANICAL SERVICE...","ECON:230120084921115"
"CMIS23-00017","01/20/2023","01/23/2023","01/23/2023","","07/24/2023","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","EXPIRED","VANCE STREET FLATS","5854 VANCE ST","2nd meter on property site","1000","","SFL ELECTRIC, INC","ECON:230120010343428"
"CMIS23-00018","01/20/2023","01/23/2023","01/24/2023","","08/07/2023","COMMERCIAL MECHANICAL","","EXPIRED","","6205 CARR ST","2 condensers piped to 3 evapor...","7500","","LT HEATING AND A/C LLC","ECON:230120014108187"
"CMIS23-00012","01/18/2023","01/19/2023","01/19/2023","","06/20/2023","COMMERCIAL MECHANICAL","","EXPIRED","LAKE ARBOR TOWNHOMES","8727 CHASE DR 230","Replace furnace - 70,000 BTU 8...","4815","","SAVE HOME HEAT CO","ECON:230118120003183"
"CMIS23-00013","01/18/2023","01/20/2023","01/23/2023","","08/15/2023","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","2ND REPLAT OF LOT 4 NORTH PARK...","6520 WADSWORTH BLVD 190","Relocating and installing ligh...","3000","","AMP CITY ELECTRIC","ECON:230118055110085"
"CMIS23-00011","01/16/2023","02/15/2023","02/23/2023","08/08/2023","","COMMERCIAL MECHANICAL","","FINALED","","13150 W 72ND AVE","Apex Cooling Tower Replacement","452517","","BUILDING TECHNOLOGY SYSTEMS","ECON:230116122832082"
"ADU23-00002","01/10/2023","03/07/2023","03/08/2023","","02/21/2024","ADU","A","ISSUED","DEMANSKIS SUBDIVISION","6150 PIERCE ST B","Conversion of existing worksho...","50000","","FERET ELI","AH:2301100811530150"
"CMIS23-00008","01/10/2023","01/10/2023","01/10/2023","02/10/2023","","COMMERCIAL PLUMBING","","FINALED","LAKE ARBOR TOWNHOMES","6935 W 87TH WAY 297","50 GAL 40K BTU WATER HEATER","2324","","PLUMBLINE SERVICES LLC","AH:2301101029070617"
"CMIS23-00009","01/10/2023","01/10/2023","01/10/2023","03/02/2023","","COMMERCIAL MECHANICAL","","FINALED","GRAFF MINOR SUBDIVISION","10734 W 63RD PL 307","REPLACE 75K BTU 80% EFF A/C 2 ...","7594","","ARS / RESCUE ROOTER","AH:2301100305221349"
"CMIS23-00007","01/09/2023","01/09/2023","01/09/2023","","07/08/2023","COMMERCIAL MECHANICAL","","EXPIRED","LAKE ARBOR TOWNHOMES","8772 CHASE DR 52","15' Dryer Vent Line Install","667.25","","GREAT GUYS HEATING COOLING AND...","MR:2301091040520658"
"CMIS23-00005","01/06/2023","01/09/2023","01/11/2023","","11/14/2023","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","ISSUED","RALSTON VALLEY GARDENS NO 2","10206 W 59TH PL 2","New circuits","6000","","TOP SHELF ELECTRIC, HEATING & ...","ECON:230106085402196"
"CMIS23-00006","01/06/2023","01/12/2023","01/25/2023","","07/24/2023","COMMERCIAL MECHANICAL","","EXPIRED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD A115","Installation of New Dryer Duct","1900","","ELEMENT 29 MECHANICAL LLC","ECON:230106103525319"
"ADU23-00001","01/05/2023","05/30/2023","05/30/2023","","03/04/2024","ADU","A","ISSUED","RENO PARK","5610 YARROW ST B","Detached ADU addition","100000","","RUBIO INC","AH:2301050905430262"
"CMIS23-00002","01/04/2023","01/04/2023","01/04/2023","01/04/2023","","COMMERCIAL MECHANICAL","","FINALED","SAVANNAH SUITES AT ARVADA","6455 SHERIDAN BLVD","RED TAG GAS LEAK - Repair/Repl...","1500","","THE GAS CONNECTION INC","ECON:230104095806065"
"CMIS23-00001","01/03/2023","01/03/2023","01/04/2023","08/08/2023","","COMMERCIAL MECHANICAL","","FINALED","RALSTON VALLEY GARDENS NO 2","10261 W 59TH AVE 3","replace furnace 80% 60K BTU","6671","","COOPER HEATING & COOLING INC","JSUK:230103043239518"
"CMIS22-00248","12/30/2022","01/10/2023","01/10/2023","01/26/2023","","COMMERCIAL MECHANICAL","","FINALED","CORNERSTONE AT OLDE TOWN","7375 RALSTON RD","Replace 1 RTU and economizer","24763","","LEGACY MECHANICAL INC","ECON:221230112305132"
"CMIS22-00246","12/29/2022","12/29/2022","12/30/2022","01/10/2023","","COMMERCIAL MECHANICAL","","FINALED","THE GRACE PLACE","6388 OAK CT 108","60K BTU, 80% Dual Stage Furnac...","7000","","AAA SERVICE PLUMBING LLC","JSUK:221229020409490"
"CMIS22-00247","12/29/2022","02/01/2023","02/03/2023","02/13/2023","","COMMMISC","ACCESS CONTROL","FINALED","THE MEADOWS CENTRE A PLANNED U...","8230 W 80TH AVE 1","REVIVE CHURCH ACCESS CONTROL","2150","","VIDEOTRONIX INC","JSUK:221229022533534"
"CMIS22-00243","12/27/2022","12/27/2022","12/27/2022","03/14/2023","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","TRINITY CHURCH SUBDIVISION","7755 VANCE DR","Outdoor GFCI receptacles on ex...","500","","LEYVA'S ELECTRICAL CONTRACTING...","ECON:221227063831111"
"CMIS22-00244","12/27/2022","12/27/2022","12/28/2022","01/19/2023","","COMMERCIAL MECHANICAL","","FINALED","SHOPS ON WADSWORTH SUBDIVISION","6680 WADSWORTH BLVD A","Like for like replacement","8000","","VECTRA MECHANICAL","JSUK:221227123244093"
"CMIS22-00245","12/27/2022","12/27/2022","12/28/2022","01/19/2023","","COMMERCIAL MECHANICAL","","FINALED","SHOPS ON WADSWORTH SUBDIVISION","6680 WADSWORTH BLVD B","Like for like replacement","8000","","VECTRA MECHANICAL","JSUK:221227022951338"
"ADU22-00020","12/16/2022","07/11/2017","12/16/2022","12/19/2022","","ADU","A","CO ISSUED","LYNNRICK AMENDED","6765 ZEPHYR ST B","AFTER THE FACT ADU TYPE A","100000","12/19/2022","RIVAS OSCAR ERNESTO","MR:2212160314290945"
"CMIS22-00242","12/16/2022","01/04/2023","12/21/2022","","10/31/2023","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","ISSUED","","5231 ALLISON ST","provide power to sump pump/req...","2000","","ELECTRIC CONTRACTORS INC","ECON:221216123055364"
"CMIS22-00241","12/14/2022","12/15/2022","12/16/2022","","08/07/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD","Replace electrical gear due to...","50360","","WINTERHAWK ELECTRIC","ECON:221214041219108"
"CMIS22-00240","12/13/2022","01/05/2023","01/05/2023","02/03/2023","","COMMERCIAL MECHANICAL","","FINALED","CONDOMINIUM MAP FOR TIMBERCOVE...","8471 EVERETT WAY C","Install Gas line and Fire plac...","2550","","ALL AROUND FIREPLACES LLC","MR:2212130450151430"
"CMIS22-00239","12/07/2022","12/08/2022","12/27/2022","","07/31/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","15015 W 82ND PL","Install 60amp electrical servi...","900","","B-TEC INC","ECON:221207022227115"
"CMIS22-00237","12/05/2022","12/06/2022","04/24/2023","04/25/2023","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","INDIANA BUSINESS CENTER MINOR ...","14700 W 66TH PL","Relocation of transformer","39600","","ELCTRI-TEK, LLC","ECON:221205010409090"
"CMIS22-00238","12/05/2022","12/05/2022","12/05/2022","12/20/2022","","COMMERCIAL MECHANICAL","","FINALED","WEST WOODS VILLAS","6262 KILMER LOOP 206","GOODMAN 80% 60K 2-STAGE FURNAC...","6912","","AAA SERVICE PLUMBING LLC","AH:2212050310101403"
"BIDR22-00009","11/30/2022","11/30/2022","11/30/2022","","05/29/2023","TEST","","EXPIRED","MEL-MON SUBDIVISION","6020 BRENTWOOD ST","testing again","0","","","JSUK:221130101358482"
"CMIS22-00233","11/22/2022","11/22/2022","11/22/2022","","05/21/2023","COMMERCIAL PLUMBING","","EXPIRED","WESTDALE TOWNHOMES","7902 CHASE CIR 151","INSTALL 40 GAL GAS WATER HEATE...","2900","","AAA SERVICE PLUMBING LLC","AH:2211221001190475"
"CMIS22-00234","11/22/2022","11/23/2022","11/29/2022","","07/05/2023","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","10152 W 58TH AVE","Metered service for a Traffic ...","2100","","STURGEON ELECTRIC COMPANY INC","ECON:221122101358693"
"CMIS22-00232","11/17/2022","11/17/2022","11/18/2022","03/07/2023","","COMMMISC","PLUMBING","FINALED","SKYLINE ESTATES FILING NO. 1 -...","10239 W 55TH DR 203","Install 75 gal gas water heate...","6015","","COFFMAN & COMPANY HEATING AND ...","MR:2211171051180416"
"CMIS22-00230","11/16/2022","11/16/2022","11/16/2022","11/22/2022","","COMMMISC","MECHANICAL","FINALED","ARVADA WATER TOWER DISTRICT","5480 ALLISON ST 201","Replace 80% 70k BTU furnace & ...","12750","","COOPER HEATING & COOLING INC","MR:2211161046570691"
"CMIS22-00231","11/16/2022","11/16/2022","11/23/2022","12/12/2022","","COMMMISC","MECHANICAL","FINALED","WESTDALE TOWNHOMES","7968 CHASE CIR 89","Replace furnace 80 % eff/45k B...","18242","","FIX-IT GROUP LLC","MR:2211160242451337"
"CMIS22-00228","11/15/2022","11/15/2022","11/18/2022","12/02/2022","","COMMMISC","PLUMBING","FINALED","LAKE ARBOR TOWNHOMES","8737 CHASE DR 150","INSTALL 40 GAL GAS 40BTU WATER...","2715","","SQUEAKS SERVICES","MR:2211150114031052"
"CMIS22-00229","11/15/2022","11/29/2022","11/29/2022","","06/28/2023","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","Arvada Col. Ter.","5600 WADSWORTH BLVD","Install new circuits for walk ...","2870","","PROFESSIONAL POWER INC","ECON:221115045751535"
"CMIS22-00226","11/14/2022","11/15/2022","11/16/2022","","05/28/2023","COMMMISC","MECHANICAL","EXPIRED","SHOPS ON WADSWORTH SUBDIVISION","6680 WADSWORTH BLVD A","FURNACE REPLACEMENT 120K BTU, ...","8000","","VECTRA MECHANICAL","AH:2211140333521436"
"CMIS22-00227","11/14/2022","11/15/2022","11/17/2022","12/12/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","CARRWOOD","5840 CARR ST","We are replacing a panel in th...","1500","","EVO ELECTRIC LLC","ECON:221114041855128"
"CMIS22-00224","11/11/2022","11/11/2022","09/14/2023","09/18/2023","","COMMMISC","MECHANICAL","FINALED","WESTDALE TOWNHOMES","7908 CHASE CIR 138","REPLACE 50K BTU 80% FURNACE","4029.5","","ARS / RESCUE ROOTER","AH:2211110958060426"
"CMIS22-00225","11/11/2022","11/11/2022","11/18/2022","02/03/2023","","COMMMISC","PLUMBING","FINALED","CONDOMINIUM MAP FOR TIMBERCOVE...","8481 EVERETT WAY D","TUB TO SHOWER","2944","","WEST SHORE HOME, LLC","AH:2211111148590807"
"ADU22-00019","11/09/2022","06/03/2022","06/03/2022","","04/22/2023","ADU","B","EXPIRED","WOOD RUN FILING NO. 2 , FINAL ...","9945 W 81ST AVE B","BASEMENT ADU - SEE ADU22-00007","45000","","HAMP DOUGLAS M","MR:2211090214241121"
"CMIS22-00223","11/09/2022","11/09/2022","11/14/2022","","05/13/2023","COMMMISC","PLUMBING","EXPIRED","SKYLINE ESTATES FILING NO. 1 -...","10149 W 55TH DR 103","40 GAL GAS WATER HEATER","4600","","AAA SERVICE PLUMBING LLC","AH:2211091158210669"
